,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9
1610,140225,3636,763588,7846067,11594337,13083239,37186,23528363,161099,165068
1611,17165888,23735067,30205595,30340888,25027836,784672,31626023,29102876,3323157,18552623
1612,763588,5,3579,7846067,161099,13083239,30119,816487,16101018,18051269
1613,17165888,7846067,13083239,30340888,17082833,29152096,8319728,758707,16101018,515904
1614,763588,816487,3579,176972,19330,113946,31626023,165068,194870,7846067
1615,4948,23772,763588,233093,7846067,113946,176972,29102876,407429,125507
1616,3636,763588,3579,28210996,17165888,77390,4215733,20696727,3008,17071967
1617,16029151,23772,3579,161099,98573,763588,125507,858586,176972,176626
1618,763588,816487,176972,69139,7846067,29102876,28210996,13083239,17165888,31626023
1619,763588,176972,460548,259920,25058,165068,3008,453916,17239036,6311
1620,763588,3579,34523572,28210996,16029151,3476560,29102876,68653,77390,176972
1621,17165888,11233988,29102876,33376257,25332008,28362008,27414384,68653,30340888,758707
1622,8319728,763588,20697464,300961,22889878,4215733,28210996,31258103,816487,161099
1623,763588,7846067,17082833,21965198,23310669,24819508,25785760,33376257,109059,9677870
1624,17165888,28210996,17262290,16029151,758707,31145060,25377078,30340888,6562659,28114578
1625,23772,233093,763588,6347563,7846067,11387515,13083239,13531024,15944573,16101018
1626,13083239,6871646,7846067,370493,763588,280313,191139,47558,8319728,11192642
1627,763588,17846011,33376257,17165888,18051269,34523572,25377078,28210996,4215733,7692533
1628,5,19543,763588,2904330,5983694,7623958,7846067,9661136,11233988,11556479
1629,763588,17165888,7846067,816487,4215733,176972,68653,421642,8319728,69139
1630,17165888,28210996,16029151,30340888,402009,758707,4215733,17071967,16101018,33413919
1631,763588,30118,30120,816487,3579,176972,936503,28210996,13083239,9677870
1632,24178,30119,394772,826585,34268,763588,6347563,13083239,25785760,3579
1633,34268,140225,8079108,125190,18051269,1099097,7893,730596,4215733,386765
1634,763588,5,8319728,140225,816487,3579,165068,7893,17165888,18051269
1635,17165888,161099,7692533,13083239,30340888,758707,29279220,8319728,18051269,18667875
1636,30340888,33376257,28210996,32333298,17165888,763588,31626023,18051269,25785760,24633190
1637,3579,763588,17165888,4215733,28210996,161099,176972,29102876,25785760,5
1638,4948,13083239,763588,4215733,3579,8319728,113946,47558,816487,17165888
1639,763588,7846067,3579,17165888,18051269,28210996,16029151,4215733,29102876,23590446
1640,370493,29279220,17165888,763588,30340888,25785760,20697464,23528363,16054808,24885829
1641,29102876,7846067,32333298,33376257,17165888,763588,24819508,16029151,28210996,20256564
1642,763588,17165888,7692533,30205595,29279220,28210996,4215733,29102876,16029151,24885829
1643,5,763588,816487,3579,370493,24178,8319728,6327,77390,2998
1644,763588,6347563,7846067,8408981,9642662,10845916,13083239,13114715,17870871,18166919
1645,3636,7846067,206962,1013383,763588,1401164,2998,7747422,10365,17846011
1646,16101018,30340888,17262290,28210996,33158525,7692533,17165888,30205595,33376257,11360892
1647,763588,7846067,5,8319728,28210996,29102876,30205595,7844798,3579,17165888
1648,763588,176972,3579,7846067,25058,4948,31145060,816487,68653,28210996
1649,763588,16101018,165068,816487,30340888,161099,8319728,7846067,3579,13083239
1650,30205595,20697464,22889878,7692533,9677870,33376257,8319728,25817074,82599,32333298
1651,30205595,29102876,763588,17165888,13588082,30340888,129771,91244,28210996,5
1652,763588,9673436,13083239,2998,9677870,816487,176972,8319728,16101018,165068
1653,3008,3980,10065,77390,147029,200963,201138,342994,420180,474858
1654,763588,25785760,17061551,17262290,23528363,17165888,8319728,18051269,29279220,30555639
1655,763588,7846067,816487,13083239,13260645,515904,5,29279220,176972,17239036
1656,7846067,763588,17262290,13083239,28210996,17165888,9677870,23528363,11233988,25745002
1657,8337,763588,4215733,68653,23590446,176972,849287,31145060,3579,834493
1658,113946,19543,766020,19321,110962,301736,30120,11301,505304,30118
1659,5,2998,3008,7784,10065,19321,23772,30118,46677,77390
1660,17165888,30205595,30340888,7692533,24885829,29102876,17071967,25377078,16029151,763588
1661,29102876,763588,17165888,29279220,68653,28210996,489972,31145060,176972,17071967
1662,763588,18051269,28210996,3579,17165888,176972,453916,17071967,30340888,23590446
1663,17165888,763588,7846067,816487,28210996,30340888,33376257,176972,68653,28362008
1664,29102876,32333298,453916,4215733,21965198,28210996,3579,33376257,30205595,31743096
1665,370493,30119,176972,763588,110963,161099,113946,13083239,30118,31145060
1666,3636,763588,10365,3579,7846067,9673436,2839,140225,816487,9677870
1667,763588,161099,4215733,17239036,23590446,816487,3579,140225,10659536,34268
1668,2998,3008,3980,4948,7784,19321,30119,58922,77390,98573
1669,28210996,20697464,17165888,30340888,20724592,20518841,33376257,29102876,30205595,16029151
1670,17165888,763588,3579,176972,4215733,29102876,31145060,816487,8319728,69139
1671,763588,23772,816487,29102876,3579,233093,176972,46677,8319728,19330
1672,763588,77390,3579,28210996,2998,19330,5,816487,165068,16029151
1673,3980,23772,113946,3636,8337,763588,3579,29291,42486,109059
1674,7846067,233093,23772,505304,17846011,763588,17082833,7844798,25058,4215733
1675,763588,4215733,3579,23590446,18051269,69139,816487,176972,68653,17165888
1676,3579,17165888,763588,37186,31145060,4215733,125190,47558,176972,13083239
1677,3008,7784,10365,24178,30118,30119,46677,47281,77390,84369
1678,3579,763588,7846067,28210996,32333298,4215733,17165888,16029151,33376257,31145060
1679,68653,30340888,18051269,16667794,17165888,29279220,17061551,25614428,139656,7692533
1680,763588,6347563,7846067,13083239,21965198,25785760,28818766,33376257,47558,849287
1681,17165888,30340888,28637454,25785760,28210996,31145060,758707,24885829,161099,29102876
1682,816487,7846067,8319728,165068,161099,30340888,47558,17165888,23528363,113946
1683,7846067,17165888,30205595,68653,33376257,28210996,4215733,30340888,27247476,25745002
1684,13083239,763588,11594337,11387515,7846067,816487,161099,165068,8319728,176972
1685,176972,3579,161099,69139,763588,809849,816487,7893,140225,30119
1686,763588,109059,17165888,758707,19330,17262290,30340888,28210996,3579,161099
1687,140225,543505,22917,887573,18667875,834493,310039,453916,3783,6347563
1688,763588,4948,176972,7846067,3579,816487,161099,31145060,23528363,19543
1689,5,763588,17165888,3636,176972,161099,13083239,7846067,3579,3008
1690,17165888,29102876,763588,30340888,31626023,176972,30205595,18815317,20697464,758707
1691,5,763588,6347563,7846067,11387515,13083239,16101018,20708773,24819508,25489033
1692,3636,3579,763588,176972,816487,16029151,4215733,17071967,766955,77390
1693,3008,8337,29313,83369,763588,6347563,7846067,11387515,11556479,11594337
1694,30118,233093,816487,69139,30120,5,125507,13083239,176972,176626
1695,763588,17165888,30340888,13083239,28210996,29102876,4215733,7692533,8319728,16029151
1696,763588,17262290,29102876,28210996,3636,17165888,8319728,31626023,24819508,33413919
1697,763588,7846067,816487,165068,30340888,9677870,176972,31626023,140225,8319728
1698,11233988,3636,7846067,763588,191113,28210996,13531024,17165888,47281,30119
1699,763588,17165888,4215733,161099,816487,176972,68653,8319728,28210996,31145060
1700,140225,68653,17165888,25058,31258103,763588,28637454,69139,30340888,28210996
1701,763588,3579,18051269,110952,4215733,250640,110962,29279220,29102876,22917
1702,30340888,17165888,28210996,33376257,16029151,20724592,27414384,29102876,5,30205595
1703,763588,68653,28210996,31258103,29102876,161099,8319728,7846067,7844798,34608694
1704,763588,13083239,17165888,28210996,29102876,3636,758707,30340888,17262290,31626023
1705,5,2998,3008,77390,84369,140225,474858,29313,685472,763588
1706,5,30119,29313,763588,6347563,7846067,9661136,13083239,13546400,15798648
1707,18051269,8319728,4215733,763588,31258103,17846011,20697464,31626023,33376257,30340888
1708,17165888,7846067,29102876,33376257,30205595,28210996,758707,4215733,30340888,20697464
1709,3579,17269361,863910,8319728,28210996,163657,25332008,3980,28259095,27414464
1710,763588,6347563,9642662,11387515,13083239,22693811,23310669,24819508,25785760,33376257
1711,17165888,28210996,33376257,68653,25377078,161099,29102876,763588,30205595,28259095
1712,17165888,30340888,18051269,8319728,266904,7893,763588,28210996,4215733,20697464
1713,763588,17165888,5,30340888,176972,140225,3636,28210996,816487,13083239
1714,24178,140225,763588,13083239,22693811,19330,47558,225038,3782,109059
1715,17262290,30340888,7846067,28210996,17140549,31626023,13586915,763588,20697464,7692533
1716,10065,77390,140225,763588,6347563,7846067,11233988,11387515,11556479,13083239
1717,29102876,13083239,5,8319728,24819508,27247476,17165888,763588,4215733,758707
1718,28210996,17165888,17262290,30205595,7846067,16029151,7844798,24885829,763588,2805987
1719,5,2839,3008,4948,7779,7784,10065,10365,11301,19321
1720,763588,3579,31145060,3636,29102876,77390,176972,758707,7846067,8319728
1721,30340888,17165888,32333298,31626023,28210996,33376257,20697464,30205595,29102876,20949046
1722,157993,763588,24213,13083239,37186,22917,3579,34268,9673436,24178
1723,766020,900065,65118,37186,172327,297792,277190,29279220,280277,131123
1724,763588,161099,4215733,28210996,3579,17165888,68653,29102876,887573,834493
1725,763588,21965198,24819508,25785760,33376257,47558,1414607,17262290,23528363,34137106
1726,763588,7893,29279220,47558,20697464,4215733,29152096,8319728,31145060,32333298
1727,176972,763588,4215733,17165888,68653,31145060,33376257,28210996,29279220,29102876
1728,763588,13083239,7846067,165068,17846011,176972,4215733,29279220,13260645,31145060
1729,3579,763588,4215733,8319728,165068,5,453916,816487,77391,28210996
1730,763588,38709,30118,8319728,3579,3980,816487,13083239,25785760,30120
1731,7846067,17165888,3636,31145060,19543,32333298,29102876,11387515,33376257,763588
1732,763588,6347563,7846067,11233988,13083239,25785760,33376257,42486,47558,334818
1733,17165888,763588,4215733,28210996,3008,31145060,11387515,23590446,176972,22693811
1734,5,3980,10065,11301,28195,46677,47281,77390,84369,125411
1735,5,2998,3008,3980,4948,6689,7779,7784,10065,10365
1736,7846067,763588,17165888,515904,4215733,191113,9677870,30205595,7844798,17262290
1737,29102876,763588,17165888,30340888,758707,3579,31145060,16029151,4215733,33016249
1738,3579,4948,69139,386765,763588,816487,8337,176972,29291,58922
1739,37186,13083239,11387515,7846067,13260645,860745,936500,763588,125190,11192642
1740,5,3008,42369,77390,140225,474858,511614,728468,826585,8337
1741,5,7846067,7844798,9677870,25058,9673436,157993,4948,69139,29279220
1742,763588,3579,47558,161099,17165888,313375,95144,28210996,31145060,453916
1743,17165888,7846067,30340888,13083239,28210996,9677870,8319728,33376257,763588,24819508
1744,18051269,13083239,161099,33016249,7846067,3579,763588,16029151,30555639,29279220
1745,7784,23772,84369,91244,98573,113946,183999,201138,233093,310039
1746,9677870,515904,11192642,6353418,7846067,8319728,11556479,2904330,31145060,10845916
1747,17165888,4215733,68653,16029151,7844798,33413919,7692533,29279220,33376257,34523572
1748,758707,68653,402009,312083,17165888,909257,28210996,16029151,4215733,159056
1749,763588,16029151,17165888,30205595,816487,31145060,33376257,32333298,27247476,27414384
1750,11233988,17165888,33376257,9322920,25689022,30340888,13531024,22750286,31626023,763588
1751,763588,7846067,816487,13083239,176972,3579,9677870,8319728,17239036,191113
1752,7846067,113946,763588,28210996,29102876,8319728,17165888,24819508,9677870,27247476
1753,68653,4215733,29102876,763588,17165888,28210996,24885829,161099,18667875,219557
1754,5,7784,10065,30119,113946,420180,3636,29313,83369,140181
1755,161099,29102876,28210996,17165888,5,24819508,23528363,113946,11594337,33376257
1756,17165888,30340888,24885829,28210996,7692533,763588,30205595,28114578,31626023,28637454
1757,763588,816487,176972,165068,13083239,3579,16029151,161099,4215733,3980
1758,16029151,29102876,4215733,28210996,763588,3579,33016249,24885829,474858,161099
1759,5,3980,19543,98573,3636,9822,763588,5983694,6347563,7846067
1760,5,763588,7846067,25785760,3579,47558,9677870,23528363,161099,165068
1761,17165888,763588,4215733,28210996,25785760,30340888,33016249,24885829,28637454,18051269
1762,763588,176972,29279220,29102876,816487,24885829,4948,25058,23590446,161099
1763,28210996,29102876,763588,17165888,25785760,32333298,4215733,8319728,24885829,31626023
1764,5,3008,10065,42369,47281,77390,113946,140225,420180,474858
1765,191113,113946,7846067,3579,9677870,233093,763588,13083239,125507,29291
1766,763588,108391,5,16029151,17165888,4215733,3579,165068,29279220,33016249
1767,17262290,30340888,7846067,17165888,28210996,13083239,20708773,31456756,17061551,22889878
1768,763588,6347563,3579,109059,1414607,161099,165068,402009,17165888,8319728
1769,17165888,33376257,30340888,7846067,30205595,18051269,29102876,23528363,13083239,28210996
1770,18051269,16667794,763588,28210996,17165888,887573,81010,32956666,68653,847018
1771,763588,3579,4215733,161099,17165888,29102876,816487,28210996,8319728,33016249
1772,7846067,9677870,8999818,17082833,7844798,30340888,31626023,16669264,763588,7692533
1773,763588,113946,23590446,11387515,37186,4948,29279220,29152096,816487,17239036
1774,2998,3008,3980,4948,7779,7784,10065,11301,19543,30118
1775,763588,7846067,29279220,13083239,4215733,8319728,28210996,176972,18051269,68653
1776,3008,3579,667234,8337,46677,53496,763588,7128581,110963,19330
1777,5,763588,7846067,33376257,9677870,161099,17165888,8319728,29279220,7844798
1778,763588,13083239,3579,17165888,176972,30340888,29279220,47558,7893,7846067
1779,17165888,30205595,28114578,68653,30340888,26722967,31423547,29279220,24885829,25377078
1780,233093,763588,23772,7846067,69139,9673436,816487,176972,9677870,29279220
1781,2998,3008,10065,19321,24178,30118,38709,46677,77390,84369
1782,763588,28210996,7846067,17165888,68653,8319728,109059,13083239,22889878,176972
1783,17262290,763588,7846067,17165888,13586915,30340888,13083239,18051269,31626023,9677870
1784,7846067,233093,7844798,763588,816487,17165888,28210996,25785760,18051269,13083239
1785,113946,667234,7779,53496,30119,2998,191113,30120,46677,6310
1786,29102876,191113,17165888,28210996,30205595,4215733,20696727,33376257,23310669,758707
1787,17071967,16029151,24885829,17165888,763588,32333298,29102876,161099,34523572,29279220
1788,17165888,30340888,30205595,28637454,4215733,3485600,25716590,29152096,20697464,31145060
1789,7846067,13083239,109059,17262290,23528363,161099,17165888,18465502,763588,28210996
1790,763588,22693811,17165888,29102876,9822,578283,77391,77390,453916,176972
1791,763588,3579,113946,176972,161099,17165888,29563587,816487,17239036,8319728
1792,297792,24213,65111,13083239,17165888,860745,8319728,25785760,763588,409320
1793,17165888,30340888,18051269,7846067,30205595,28210996,763588,7692533,17262290,29102876
1794,19543,30119,3636,113946,30118,3579,2839,7779,53496,191113
1795,763588,7844798,7846067,816487,24885829,2904330,176972,9673436,17165888,161099
1796,17165888,8319728,28210996,68653,27064348,163657,6434058,29102876,3980,453916
1797,17165888,763588,16029151,32333298,758707,29102876,3579,138069,30340888,27414384
1798,763588,8319728,23528363,55776,816487,69139,31258103,176972,834493,370493
1799,763588,68653,7846067,176972,7505716,31145060,17262290,17239036,4215733,31258103
1800,3636,8337,176972,5,47281,776407,763588,7846067,816487,9677870
1801,453916,9677870,33376257,34002075,24885829,31145060,32956666,6562659,29102876,763588
1802,3579,4600,3980,91247,1099097,17082833,911579,816752,22917,47558
1803,7846067,7844798,32333298,17165888,33376257,7692533,29102876,4215733,27247476,28210996
1804,763588,7846067,13083239,24819508,33376257,109059,28507895,161099,17165888,29279220
1805,763588,28210996,30340888,25785760,17165888,17071967,24885829,936503,816487,27206444
1806,763588,29102876,17165888,8319728,31258103,31145060,13083239,4215733,176972,7846067
1807,763588,3579,176972,3636,816487,28210996,47558,31145060,1243806,25058
1808,5,113946,763588,2904330,6347563,9661136,10845916,13531024,13624190,15944573
1809,763588,13083239,17165888,8319728,7846067,30340888,816487,31145060,29279220,4215733
1810,816487,17165888,763588,30205595,8319728,28210996,30340888,7846067,28114578,20697464
1811,32333298,30340888,17165888,30652384,33376257,23528363,34608694,23719405,30375421,28114578
1812,7846067,21965198,33376257,9677870,17165888,34002075,31145060,4215733,7692533,30340888
1813,17165888,29102876,28210996,25785760,30205595,763588,18051269,30340888,7846067,4215733
1814,763588,3579,3636,176972,77390,125190,19330,8337,194870,31145060
1815,763588,176972,191113,3579,113946,816487,28210996,3636,125507,32333298
1816,3980,42369,77390,140225,420180,511614,728468,6310,8337,24213
1817,140225,165068,11387515,84369,10365,10065,47281,30340888,17165888,176972
1818,763588,29102876,17165888,28210996,4215733,13083239,28686931,24819508,33376257,16101018
1819,763588,7846067,13083239,17165888,8319728,18051269,28210996,4215733,29102876,816487
1820,763588,7846067,31145060,816487,13083239,28210996,47558,32333298,176972,936503
1821,23772,763588,7846067,11594337,176972,13083239,7779,29102876,161099,33376257
1822,17165888,30340888,28210996,68653,7893,33784360,20724592,140225,17061551,25785760
1823,763588,30119,31145060,176972,7846067,191113,30118,816487,30120,9677870
1824,113946,763588,6347563,7846067,13083239,13624190,20708773,21535485,21965198,22693811
1825,763588,161099,816487,28210996,11556479,29291,11233988,27247476,176972,8319728
1826,17165888,758707,30340888,30205595,29102876,24885829,27247476,16029151,11387515,7692533
1827,17165888,763588,30340888,31145060,4215733,7846067,29102876,31626023,33376257,758707
1828,763588,7846067,13083239,3579,165068,17165888,25058,18051269,29279220,69139
1829,763588,22889878,17165888,13083239,29102876,31626023,109059,28210996,7747422,20708773
1830,30340888,17165888,22889878,20670612,30205595,758707,27414384,30453686,28637454,7692533
1831,7846067,18051269,28210996,17165888,109059,4215733,31626023,7844798,7692533,816487
1832,5,26030734,30555639,30340888,7846067,28645670,27247476,47558,20696727,13083239
1833,3636,157993,763588,7846067,3579,9673436,23528363,161099,17165888,219557
1834,30340888,17165888,30652384,18431749,266904,9322920,28210996,312083,532069,13584764
1835,25027836,17165888,28259095,25377078,30340888,28507895,20899295,13586915,22750286,32050089
1836,29102876,7846067,763588,758707,31626023,28210996,4215733,3579,16029151,17165888
1837,7846067,763588,28210996,17165888,33376257,29279220,515904,4215733,31145060,24885829
1838,936503,30340888,33376257,8319728,17165888,165068,22889878,8999818,37186,13513416
1839,3579,763588,17165888,9677870,29102876,29291,8319728,31145060,4215733,774012
1840,17165888,13083239,30340888,29152096,763588,4215733,909257,7846067,165068,515904
1841,7846067,4215733,29279220,68653,8319728,763588,13083239,28954098,816487,443103
1842,7846067,191113,17165888,33376257,32333298,129771,28210996,936503,27247476,7692533
1843,17165888,4215733,763588,161099,68653,7893,13083239,23590446,29152096,18667875
1844,17165888,30118,33376257,13083239,28210996,32333298,68653,30340888,24885829,763588
1845,763588,161099,8319728,7846067,3579,17165888,9677870,28210996,29102876,176972
1846,763588,176972,3579,13083239,776407,24213,7846067,31145060,22917,37186
1847,4948,763588,6347563,11387515,13083239,17846011,23310669,24819508,25489033,25785698
1848,763588,19543,17165888,29102876,758707,113946,4215733,13591670,7844798,16029151
1849,3579,763588,161099,816487,47558,776407,17165888,3008,109059,4215733
1850,32333298,33413919,16029151,29102876,24885829,9677870,2076421,22889878,32956666,758707
1851,370493,7692533,7846067,29279220,30205595,30119,407429,7844798,30340888,32333298
1852,763588,17165888,3008,176972,28210996,3579,4215733,816487,138070,161099
1853,763588,7844798,28210996,18051269,5,8319728,27247476,22249668,11556479,9677870
1854,17165888,7846067,3636,32333298,9677870,29102876,28210996,8319728,11556479,10365
1855,68653,30205595,16029151,4215733,763588,29102876,7846067,33376257,7692533,25745002
1856,763588,30119,5,17165888,13083239,30118,30340888,176972,28210996,816487
1857,17165888,763588,7846067,28210996,13083239,17262290,816487,7844798,161099,9673436
1858,370493,763588,13083239,17165888,7846067,176972,28210996,29102876,30340888,25785760
1859,763588,7846067,161099,113946,30119,816487,22917,29102876,13083239,176972
1860,763588,22521973,31626023,16029151,27414384,816487,30340888,24819508,31702735,17165888
1861,2998,23772,24178,30118,30119,77390,140225,420180,474858,29313
1862,2998,763588,11387515,13083239,25785760,33376257,3579,42486,47558,9673436
1863,30205595,27247476,5,7844798,17165888,7692533,16029151,9677870,33784360,8999818
1864,6347563,7846067,9661136,10845916,11556479,17846011,20388087,25785760,27247476,33376257
1865,14949980,18166919,18782850,20708773,20821299,21965198,22750286,23310669,24633190,24727082
1866,5,30340888,31626023,17165888,7846067,816487,763588,8319728,28686931,28210996
1867,30340888,30205595,17165888,20697464,7692533,31626023,13586915,763588,29102876,28114578
1868,763588,8319728,28210996,13083239,7846067,5,17165888,11387515,11594337,161099
1869,3579,106264,18051269,4215733,68653,161099,16029151,98573,334818,8337
1870,23772,113946,763588,816487,176972,17165888,233093,9673436,4215733,29291
1871,4948,30119,98573,113946,140225,420180,474858,505304,728468,8337
1872,763588,7846067,29102876,28210996,13083239,18051269,17165888,20696727,7692533,4215733
1873,763588,17262290,936503,17165875,6534132,109059,3636,3980,8036440,191113
1874,763588,7846067,17165888,29102876,8319728,7692533,30340888,28210996,16029151,24885829
1875,763588,7846067,11594337,17262290,17165888,28210996,31145060,30340888,29102876,24885829
1876,17165888,29102876,30340888,33376257,16029151,11594337,7692533,32333298,25785760,27414384
1877,30119,4948,3636,420282,30118,30120,5,370493,113946,936503
1878,140225,763588,6347563,7846067,13083239,25785760,33376257,3579,682751,109059
1879,5,763588,11387515,936503,109059,816487,176972,138070,9822,10365
1880,763588,18051269,29102876,28210996,18667875,17165888,4215733,22917,29279220,176972
1881,763588,4215733,29279220,17165888,3579,219557,69139,176972,22917,29102876
1882,77390,140225,3636,8337,763588,6347563,7846067,11387515,11556479,11594337
1883,3636,28645670,16029151,763588,129771,31145060,33376257,30340888,31626023,20518841
1884,763588,7846067,13083239,3579,161099,17165888,8319728,18051269,29279220,7893
1885,763588,17165888,20696727,7692533,30340888,30205595,31626023,28210996,33158525,33376257
1886,17165888,19543,3579,25377078,29102876,20696727,33376257,4215733,763588,758707
1887,17165888,4215733,33376257,30205595,26722967,25377078,17071967,24885829,30340888,17061551
1888,370493,10365,24178,84369,4948,30119,407429,157993,515904,763588
1889,24178,763588,11233988,11594337,13083239,13531024,20708773,22693811,22750286,24819508
1890,16029151,29102876,758707,30340888,33376257,20793857,4215733,24561496,129771,28362008
1891,3636,763588,9677870,29279220,5,8319728,161099,13083239,31145060,157993
1892,17165888,30340888,23528363,31145060,13083239,33506796,33376257,20949046,17082833,31626023
1893,763588,42486,161099,17165888,18051269,28210996,7780,176972,1401164,3476560
1894,161099,3323157,776407,17165888,19330,1079427,1401164,1422149,4600,30340888
1895,17165888,30340888,29102876,28210996,763588,25785760,23528363,11387515,165068,8319728
1896,763588,2904330,6347563,7623958,7846067,9661136,10845916,13114715,15944573,17082833
1897,7846067,176972,113946,233093,763588,3980,11233988,776407,5,191113
1898,763588,3579,4215733,31145060,7846067,29279220,161099,17165888,32333298,30340888
1899,30340888,17165888,32333298,29152096,31145060,25377078,31626023,27414384,24885829,33376257
1900,4948,7784,10065,23772,30118,30119,113946,191139,233093,420180
1901,763588,68653,176972,28210996,29102876,16029151,9677870,17165888,31145060,24885829
1902,37186,763588,219557,69139,386765,190343,916666,8319728,176972,233093
1903,5,77390,113946,763588,11556479,17082833,27247476,33376257,3579,109059
1904,28210996,763588,17165888,5,27247476,7692533,30340888,13083239,27206444,20697464
1905,763588,69139,176972,9673436,816487,7846067,3579,4215733,2998,231826
1906,763588,161099,821000,68653,515904,7846067,176972,29102876,17165888,20549446
1907,30205595,17165888,7692533,4215733,33376257,763588,30340888,28210996,7846067,2805987
1908,763588,29102876,3579,4948,4215733,8319728,28210996,34523572,17165888,161099
1909,3636,763588,23772,4948,3579,816487,7846067,13083239,9673436,22917
1910,763588,176972,17165888,420282,165068,7846067,816487,25785760,3579,774001
1911,19543,84981,4948,420282,3980,816487,6689,58922,763588,6871646
1912,5,4948,19543,24178,3636,763588,7846067,25785760,3579,109059
1913,763588,13083239,165068,7846067,17165888,37186,28210996,29102876,31145060,176972
1914,7692533,763588,30340888,29279220,6347563,29102876,18051269,28210996,816487,13083239
1915,763588,5983694,6347563,7623958,7846067,9642662,9661136,10168924,10845916,11233988
1916,2998,3008,3980,4948,6689,7779,7784,10365,11301,19321
1917,5,763588,6347563,7846067,9661136,11387515,11556479,13083239,15944573,16101018
1918,17165888,7846067,763588,5,24178,191113,19543,9677870,7844798,13531024
1919,763588,191113,776407,176972,3579,17165888,140225,2998,19543,9677870
1920,68653,763588,23772,4215733,28210996,29279220,17165888,13083239,18051269,29102876
1921,13586915,17165888,30205595,20708773,30340888,9322920,24885829,28588031,34137106,26586438
1922,763588,4215733,28210996,161099,17071967,31215005,68653,16029151,176972,7692533
1923,763588,13083239,515904,28210996,7846067,4948,19543,7747422,17165888,68653
1924,7846067,763588,8319728,9677870,28210996,13083239,68653,7844798,17165888,33376257
1925,113946,763588,7846067,165068,17165888,515904,31145060,4215733,816487,30340888
1926,24561496,20708773,9677870,191113,17659588,17262290,28362008,20697464,16029151,13586915
1927,17165888,69139,68653,176972,3579,4215733,28210996,33376257,7846067,246617
1928,17165888,176972,31145060,28210996,763588,11360892,29102876,31258103,30340888,453916
1929,758707,34523572,29279220,763588,16029151,17165888,4215733,7692533,176972,28362008
1930,30340888,17165888,763588,20696727,28645670,31145060,17071967,27414384,28210996,34523572
1931,763588,17165888,28210996,4215733,18051269,17262290,31626023,13531024,816487,29102876
1932,28210996,17165888,33376257,24819508,7846067,763588,20697464,29102876,9677870,16029151
1933,682751,13083239,763588,17165888,30340888,109059,31258103,30205595,68653,17262290
1934,17165888,8319728,30205595,29102876,763588,816487,28210996,31145060,23528363,30340888
1935,763588,17165888,29279220,7893,28210996,774597,23590446,29102876,453916,18051269
1936,17165888,30340888,31145060,763588,20949046,33376257,29102876,20708773,28210996,13083239
1937,5,763588,7846067,109059,515906,13260645,17165888,8319728,29279220,7893
1938,17165888,33376257,7846067,30340888,17262290,34523572,16029151,31145060,17071967,27414384
1939,32333298,17165888,4215733,28210996,33376257,9642662,33413919,13586915,31145060,31626023
1940,28210996,161099,7846067,4215733,18051269,17165888,763588,758707,29102876,7844798
1941,936503,11192642,16101018,9677870,17846011,763588,30205595,7783920,7846067,30340888
1942,7846067,9677870,8319728,5,17082833,17165888,30340888,27247476,3636,13083239
1943,5,3008,24178,77390,84369,140225,6310,8337,763588,5983694
1944,763588,176972,5,165068,816487,161099,3579,13083239,25058,386765
1945,763588,816487,4215733,4948,29279220,161099,176972,3579,68653,23528363
1946,23772,505304,8337,776407,161099,763588,543495,176972,68653,29291
1947,4215733,30340888,22889878,7844798,31626023,763588,7692533,28863276,13586915,17165888
1948,5,3008,7779,10065,77390,91244,140225,183999,236093,342994
1949,3008,46677,77390,98573,113946,3636,763588,2904330,7846067,9642662
1950,763588,11233988,28210996,7844798,4215733,515904,33376257,28259095,8319728,68653
1951,5,2998,3008,23772,24178,77390,420180,29313,763588,6347563
1952,24213,172327,157993,65111,131123,47558,109059,150037,69139,13083239
1953,17165888,763588,28210996,4215733,7846067,33376257,2805987,4948,30340888,34002075
1954,17165888,28210996,29102876,19543,24885829,30340888,31626023,816487,3636,758707
1955,30119,30120,3636,19543,30118,8337,191139,7784,7779,999378
1956,157993,30119,19543,13083239,357664,47558,37186,515904,9673436,16029151
1957,763588,17165888,4215733,29102876,3579,161099,28210996,16029151,9673436,18051269
1958,6562659,17165888,18051269,20696727,25377078,4215733,13586915,30205595,33413919,11891485
1959,17165888,29279220,32333298,24885829,763588,29102876,28210996,7844798,9661136,300946
1960,17269361,21416421,23395646,758707,18465502,30340888,17262290,300946,24885829,28362008
1961,763588,6347563,7846067,9661136,13617210,13624190,17082833,17846011,18405521,20388087
1962,33376257,17165888,28686931,29102876,31145060,28210996,30340888,5,24819508,7846067
1963,17165888,24885829,28210996,30340888,68653,758707,31145060,13586915,4215733,33376257
1964,3579,10365,763588,77390,38709,84981,47281,2998,9673436,3980
1965,3579,763588,24178,3636,816487,9673436,911579,8319728,4215733,38709
1966,763588,13083239,28210996,816487,7844798,9677870,27247476,8036440,113946,3943162
1967,763588,28210996,31626023,7846067,176972,17165888,4215733,816487,68653,31145060
1968,763588,7846067,13083239,109059,23528363,161099,165068,17165888,8319728,28210996
1969,28210996,763588,11387515,17165888,7846067,33376257,936503,13083239,29102876,11233988
1970,17165888,29279220,7846067,11387515,30340888,763588,13083239,16101018,33376257,28210996
1971,763588,13083239,7846067,4215733,28210996,8319728,68653,55776,29279220,887573
